X (Lat),Y (Long),CNTY_NM,CNTY_NBR,FIPS,Shape_Leng,Shape_Area,County Centroid Location
34.08044953,-99.24089568,Wilbarger,244,48487,2.499326666,0.247248608,POINT (-99.24089568 34.08044953)
34.07239775,-101.3033037,Floyd,78,48153,2.006894199,0.251107266,POINT (-101.3033037 34.07239775)
30.12807126,-93.89653794,Orange,181,48361,1.872029884,0.088532121,POINT (-93.89653794 30.12807126)
31.83105393,-99.97624799,Runnels,200,48399,2.040586091,0.260769629,POINT (-99.97624799 31.83105393)
31.77329421,-99.45362579,Coleman,42,48083,2.675641055,0.316062015,POINT (-99.45362579 31.77329421)
32.30605847,-101.9512464,Martin,156,48317,1.912684351,0.227088514,POINT (-101.9512464 32.30605847)
35.40129002,-100.2697634,Wheeler,242,48483,1.951251644,0.235165817,POINT (-100.2697634 35.40129002)
31.44709817,-104.5177421,Culberson,55,48109,4.080850332,0.937432831,POINT (-104.5177421 31.44709817)
32.30636024,-100.9211128,Mitchell,168,48335,1.914674328,0.227360727,POINT (-100.9211128 32.30636024)
31.45613738,-105.3869428,Hudspeth,116,48229,4.987478424,1.12311582,POINT (-105.3869428 31.45613738)
32.7362827,-94.94132011,Upshur,230,48459,1.799822872,0.147655454,POINT (-94.94132011 32.7362827)
30.15153187,-94.8120925,Liberty,146,48291,2.401832368,0.284788514,POINT (-94.8120925 30.15153187)
30.64834941,-97.60105467,Williamson,246,48491,2.482291287,0.276928338,POINT (-97.60105467 30.64834941)
31.61604108,-94.6158776,Nacogdoches,174,48347,4.078397345,0.241586771,POINT (-94.6158776 31.61604108)
31.84912973,-103.5799063,Loving,151,48301,2.144683446,0.166916127,POINT (-103.5799063 31.84912973)
27.73131099,-98.0898649,Jim Wells,126,48249,2.427014479,0.205830636,POINT (-98.0898649 27.73131099)
31.36853957,-102.0430005,Upton,231,48461,2.207151319,0.305162453,POINT (-102.0430005 31.36853957)
30.78619977,-93.74462993,Newton,176,48351,3.669101627,0.229430421,POINT (-93.74462993 30.78619977)
33.66746186,-95.57110784,Lamar,139,48277,2.716470116,0.235193679,POINT (-95.57110784 33.66746186)
30.79250963,-94.82994949,Polk,187,48373,2.781485004,0.271059145,POINT (-94.82994949 30.79250963)
33.18789055,-96.57248871,Collin,43,48085,1.931216329,0.221921741,POINT (-96.57248871 33.18789055)
34.28865227,-99.7453851,Hardeman,100,48197,1.904729035,0.17664409,POINT (-99.7453851 34.28865227)
28.35351091,-98.56842256,McMullen,162,48311,2.118908742,0.277594527,POINT (-98.56842256 28.35351091)
34.0776571,-100.2786983,Cottle,51,48101,2.021259965,0.22801233,POINT (-100.2786983 34.0776571)
28.86726774,-99.10826004,Frio,83,48163,2.113710641,0.271133775,POINT (-99.10826004 28.86726774)
35.40130666,-100.812475,Gray,91,48179,1.968332271,0.238979313,POINT (-100.812475 35.40130666)
36.27777107,-102.6021647,Dallam,56,48111,2.647748843,0.391034911,POINT (-102.6021647 36.27777107)
26.92409448,-97.68137783,Kenedy,66,48261,5.067864307,0.389397352,POINT (-97.68137783 26.92409448)
29.52763253,-95.77090562,Fort Bend,80,48157,2.517978008,0.213479793,POINT (-95.77090562 29.52763253)
34.96522076,-101.3572412,Armstrong,6,48011,1.945689566,0.233109934,POINT (-101.3572412 34.96522076)
34.96498493,-100.2700733,Collingsworth,44,48087,1.94963166,0.234984086,POINT (-100.2700733 34.96498493)
33.07750446,-94.34348771,Cass,34,48067,2.729630317,0.240082449,POINT (-94.34348771 33.07750446)
36.27765824,-101.8933822,Sherman,211,48421,1.967991354,0.239757036,POINT (-101.8933822 36.27765824)
33.17373729,-102.335157,Terry,223,48445,1.896687331,0.222977795,POINT (-102.335157 33.17373729)
31.54541898,-96.58056718,Limestone,147,48293,1.942498836,0.229530725,POINT (-96.58056718 31.54541898)
29.83182711,-99.82215881,Real,193,48385,1.867441064,0.169204892,POINT (-99.82215881 29.83182711)
33.17685487,-101.8160235,Lynn,153,48305,1.900233625,0.223592766,POINT (-101.8160235 33.17685487)
29.38437003,-96.93020993,Lavaca,143,48285,1.928384427,0.233736863,POINT (-96.93020993 29.38437003)
32.3034718,-100.4060989,Nolan,177,48353,1.910603822,0.226700617,POINT (-100.4060989 32.3034718)
32.74074537,-102.6351246,Gaines,84,48165,2.590419039,0.374514715,POINT (-102.6351246 32.74074537)
30.30022409,-95.50301411,Montgomery,170,48339,2.689243253,0.261548074,POINT (-95.50301411 30.30022409)
31.32645211,-99.86413426,Concho,48,48095,2.16469319,0.243756513,POINT (-99.86413426 31.32645211)
30.33238431,-94.39021394,Hardin,101,48199,2.706128257,0.21806037,POINT (-94.39021394 30.33238431)
29.85967144,-95.39782106,Harris,102,48201,7.731110055,0.42279836,POINT (-95.39782106 29.85967144)
31.29655719,-95.99554292,Leon,145,48289,2.92344693,0.265163044,POINT (-95.99554292 31.29655719)
33.44572786,-94.42324298,Bowie,19,48037,4.057052845,0.231733439,POINT (-94.42324298 33.44572786)
32.59927808,-96.28779341,Kaufman,130,48257,2.002230724,0.200935223,POINT (-96.28779341 32.59927808)
31.81321543,-95.65251774,Anderson,1,48001,3.70938097,0.265991956,POINT (-95.65251774 31.81321543)
31.15520543,-98.81754295,San Saba,206,48411,3.113854136,0.278794089,POINT (-98.81754295 31.15520543)
30.89661056,-100.538097,Schleicher,207,48413,2.450866584,0.321456176,POINT (-100.538097 30.89661056)
29.6208542,-96.52630821,Colorado,45,48089,2.361173893,0.234963166,POINT (-96.52630821 29.6208542)
30.78625299,-96.97683495,Milam,166,48331,2.302703729,0.249329869,POINT (-96.97683495 30.78625299)
28.3514375,-98.12474493,Live Oak,149,48297,2.313603449,0.257196033,POINT (-98.12474493 28.3514375)
32.7436916,-101.4317533,Borden,17,48033,1.908679146,0.22582417,POINT (-101.4317533 32.7436916)
31.19896752,-99.34754972,McCulloch,160,48307,2.440158495,0.263267604,POINT (-99.34754972 31.19896752)
32.37899918,-97.36660504,Johnson,127,48251,1.828065697,0.18214922,POINT (-97.36660504 32.37899918)
33.67496328,-97.72466993,Montague,169,48337,2.090266045,0.235632601,POINT (-97.72466993 33.67496328)
33.17842158,-100.255259,Stonewall,217,48433,1.943594992,0.232000971,POINT (-100.255259 33.17842158)
29.80816362,-98.27814516,Comal,46,48091,1.949036658,0.139000572,POINT (-98.27814516 29.80816362)
32.32739258,-98.8325713,Eastland,68,48133,1.988668355,0.230684082,POINT (-98.8325713 32.32739258)
31.9490639,-98.55841538,Comanche,47,48093,2.095434312,0.235313921,POINT (-98.55841538 31.9490639)
33.61641863,-100.2558584,King,135,48269,1.928296567,0.229952945,POINT (-100.2558584 33.61641863)
30.2145299,-96.40356575,Washington,239,48477,2.547105613,0.150743535,POINT (-96.40356575 30.2145299)
27.76102524,-99.33170164,Webb,240,48479,4.761420357,0.799981776,POINT (-99.33170164 27.76102524)
29.87683207,-96.91968047,Fayette,76,48149,2.039019253,0.232060484,POINT (-96.91968047 29.87683207)
32.54814898,-94.37155736,Harrison,103,48203,2.563571486,0.227725909,POINT (-94.37155736 32.54814898)
29.99977786,-104.2405552,Presidio,189,48377,5.308464465,0.933759578,POINT (-104.2405552 29.99977786)
29.88711223,-96.27791829,Austin,8,48015,2.481689338,0.158727256,POINT (-96.27791829 29.88711223)
34.96594288,-101.8968527,Randall,191,48381,1.957364828,0.235811469,POINT (-101.8968527 34.96594288)
32.43107878,-97.83280338,Hood,112,48221,1.398003437,0.109374113,POINT (-97.83280338 32.43107878)
28.79640594,-96.97176602,Victoria,235,48469,2.775292675,0.212539676,POINT (-96.97176602 28.79640594)
35.84000866,-101.3547257,Hutchinson,118,48233,1.93562571,0.231227108,POINT (-101.3547257 35.84000866)
31.39087578,-97.7991883,Coryell,50,48099,2.05310828,0.259511549,POINT (-97.7991883 31.39087578)
28.95603133,-96.57883268,Jackson,121,48239,2.989531452,0.203834941,POINT (-96.57883268 28.95603133)
32.30138229,-99.89003941,Taylor,221,48441,1.920012399,0.227958667,POINT (-99.89003941 32.30138229)
27.00089072,-99.16860134,Zapata,253,48505,2.24698193,0.24921502,POINT (-99.16860134 27.00089072)
28.00922186,-97.51859857,San Patricio,205,48409,3.462105819,0.167653718,POINT (-97.51859857 28.00922186)
30.54360689,-95.98557334,Grimes,94,48185,2.427391028,0.195299055,POINT (-95.98557334 30.54360689)
34.06861242,-102.3517095,Lamb,140,48279,2.03117493,0.257464651,POINT (-102.3517095 34.06861242)
