Time and date,DAM Houston,NG_Price,PVGRPP_HO,WGRPP_HO,GWP,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Solar,Wind,Hydro,Power Storage,Other,Natural Gas,Coal and Lignite,Nuclear,
,,,,,,,,,,,,,,,,,,,,,,0,0.252623166,0,0.000932716,0.000771314,0.539735084,0.130046325,0.075891395,
,,,,,,,,,,,,,,,,,,,,,,0,0.271624676,2.44E-05,0.001134302,0.000803464,0.525263489,0.12146488,0.079684742,
,,,,,,,,,,,,,,,,,,,,,,1.68E-06,0.279185067,6.90E-05,0.0004862,0.00084286,0.519117437,0.118042412,0.082255365,
,,,,,,,,,,,960,kg CO2 EQ,Coal,,,,,,,,,1.75E-06,0.287905719,7.34E-05,0.000248181,0.00087912,0.514059805,0.111312685,0.085519336,
,,,,,,,,,,,407,kg CO2 EQ,NG,,,,,,,,,1.78E-06,0.280444793,7.49E-05,6.42E-05,0.000895579,0.527501601,0.103692748,0.087324341,
,,,,,,,,,,,50,kg CO2 eq,Nuclear,,,,,,,,,0,0.257912276,7.34E-05,0.000159284,0.000898431,0.542899175,0.110417502,0.087639955,
,,,,,,,,,,,,,,,,,,,,,,0,0.225982666,7.14E-05,0.000677821,0.000869492,0.5624205,0.124630161,0.085347919,
,,,,,,,,,,,,,,,,,,,,,,0.000269133,0.199689807,7.42E-05,0.002905257,0.000860881,0.579819508,0.131870009,0.084511222,
,,,,,,,,,,,,,,,,,,,,,,0.079388379,0.158587522,7.16E-05,0.001547977,0.000847296,0.552525521,0.123461399,0.083570303,
,,,,,,EPA 2024,,,,,,,,,,,,,,,,0.2405233,0.087382586,6.88E-05,0.002185485,0.000803158,0.488564604,0.102037812,0.078434259,
,,,,,,CO2,771.1,lb CO2/MWh,349.76,,,,,,,,,,,,,0.276340515,0.102066424,6.80E-05,0.00092822,0.000754368,0.454874743,0.090835564,0.074132137,
,,,,,,CH4,0.049,lbCH4/MWh,0.022,29.8,0.6556,,,,,,,,,,,0.276806039,0.079531391,6.30E-05,0.004107772,0.00071539,0.472336565,0.096232897,0.070206991,
,,,,,,N2O,0.007,lbN2O/MWh,0.003,298,0.894,,,,,,,,,,,0.272773394,0.057522639,5.76E-05,9.37E-05,0.000665288,0.486400418,0.116834997,0.065652002,
,,,,,,,,,,,,,,,,,,,,,,0.260259787,0.060038261,0.001112686,0.001608337,0.000632208,0.489739897,0.124577843,0.062030981,
,,,,,,,,,351.3096,kg CO2 eq./MWh,,,,,,,,,,,,0.247172318,0.063437487,0.001109131,0.001924102,0.000601583,0.495778068,0.130860614,0.059116697,
,,,,,,,,,,,,,,,,,,,,,,0.234949118,0.064380766,0.001080832,0.002529859,0.000592676,0.509399675,0.128901685,0.058165389,
,,,,,,,,,,,,,,,,,,,,,,0.229798856,0.068925369,0.001062752,0.002296725,0.000588056,0.510210685,0.129327467,0.05779009,
,,,,,,,,,,,,,,,,,,,,,,0.215333065,0.071153085,0.001307909,0.002481975,0.000583511,0.524961226,0.126769757,0.057409471,
,,,,,,,,,,,,,,,,,,,,,,0.19610401,0.07672695,0.001625309,0.000772259,0.000601174,0.538384861,0.127699641,0.058085794,
,,,,,,,,,,,,,,,,,,,,,,0.110887109,0.083363852,0.002170726,0.018399198,0.000791662,0.583988117,0.141366711,0.059032625,
,,,,,,,,,,,,,,,,,,,,,,0.007922052,0.099412506,0.002773674,0.046837616,0.00116632,0.628971382,0.150668116,0.062248333,
,,,,,,,,,,,,,,,,,,,,,,1.30E-06,0.142069246,0.002050618,0.014189967,0.001369688,0.624689864,0.151898387,0.063730925,
,,,,,,,,,,,,,,,,,,,,,,1.34E-06,0.1884374,0.00069437,0.006519068,0.001185771,0.590086529,0.147820746,0.06525478,
,,,,,,,,,,,,,,,,,,,,,,0,0.239919306,0,0.002028783,0.000911524,0.548354328,0.138920202,0.069865857,
,,,,,,,,,,,,,,,,,,,,,,0,0.284333986,0,4.83E-05,0.000759855,0.518898194,0.122069345,0.073890279,
